Entity	QRank	species	speciesLabel	unit	unitLabel	maxMass
Q903907	4416	http://www.wikidata.org/entity/Q903907	Smith's Longspur	http://www.wikidata.org/entity/Q41803	gram	28.5
Q1302631	4408	http://www.wikidata.org/entity/Q1302631	Orange Oriole	http://www.wikidata.org/entity/Q41803	gram	32.0
Q1188385	4406	http://www.wikidata.org/entity/Q1188385	Bruce's Green Pigeon	http://www.wikidata.org/entity/Q41803	gram	7.9
Q139375	4402	http://www.wikidata.org/entity/Q139375	Black myotis	http://www.wikidata.org/entity/Q41803	gram	4.25
Q5076181	4401	http://www.wikidata.org/entity/Q5076181	Takydromus formosanus	http://www.wikidata.org/entity/Q41803	gram	2.1
Q1017426	4387	http://www.wikidata.org/entity/Q1017426	Thicket Tinamou	http://www.wikidata.org/entity/Q41803	gram	419.0
Q666376	4387	http://www.wikidata.org/entity/Q666376	White-tipped Plantcutter	http://www.wikidata.org/entity/Q41803	gram	43.0
Q834638	4385	http://www.wikidata.org/entity/Q834638	Dusky-capped Flycatcher	http://www.wikidata.org/entity/Q41803	gram	21.0
Q241166	4375	http://www.wikidata.org/entity/Q241166	Purple-winged Roller	http://www.wikidata.org/entity/Q41803	gram	154.0
Q999627	4374	http://www.wikidata.org/entity/Q999627	varied lorikeet	http://www.wikidata.org/entity/Q41803	gram	53.0
Q1305251	4371	http://www.wikidata.org/entity/Q1305251	Black Rosy Finch	http://www.wikidata.org/entity/Q41803	gram	25.0
Q657630	4370	http://www.wikidata.org/entity/Q657630	Cobalt-winged Parakeet	http://www.wikidata.org/entity/Q41803	gram	73.4
Q903829	4360	http://www.wikidata.org/entity/Q903829	Wire-tailed Manakin	http://www.wikidata.org/entity/Q41803	gram	13.9
Q27075838	4355	http://www.wikidata.org/entity/Q27075838	Crithagra sulphurata	http://www.wikidata.org/entity/Q41803	gram	18.2
Q684838	4353	http://www.wikidata.org/entity/Q684838	Grasshopper Buzzard	http://www.wikidata.org/entity/Q41803	gram	34.0
Q775228	4352	http://www.wikidata.org/entity/Q775228	Eastern Golden Weaver	http://www.wikidata.org/entity/Q41803	gram	35.0
Q481700	4351	http://www.wikidata.org/entity/Q481700	San Blas Jay	http://www.wikidata.org/entity/Q41803	gram	107.0
Q1266727	4350	http://www.wikidata.org/entity/Q1266727	Acacia Pied Barbet	http://www.wikidata.org/entity/Q41803	gram	32.9
Q1317282	4334	http://www.wikidata.org/entity/Q1317282	black-backed puffback	http://www.wikidata.org/entity/Q41803	gram	26.0
Q1303993	4329	http://www.wikidata.org/entity/Q1303993	Philippine Bulbul	http://www.wikidata.org/entity/Q41803	gram	39.0
Q1260307	4325	http://www.wikidata.org/entity/Q1260307	Couch's Kingbird	http://www.wikidata.org/entity/Q41803	gram	39.0
Q1269881	4324	http://www.wikidata.org/entity/Q1269881	Bright-rumped Attila	http://www.wikidata.org/entity/Q41803	gram	35.0
Q1093948	4323	http://www.wikidata.org/entity/Q1093948	Piratic Flycatcher	http://www.wikidata.org/entity/Q41803	gram	23.0
Q2247983	4318	http://www.wikidata.org/entity/Q2247983	White-bellied Erpornis	http://www.wikidata.org/entity/Q41803	gram	11.2
Q256011	4312	http://www.wikidata.org/entity/Q256011	Red-capped Plover	http://www.wikidata.org/entity/Q41803	gram	37.0
Q1067408	4312	http://www.wikidata.org/entity/Q1067408	Puna Tinamou	http://www.wikidata.org/entity/Q41803	gram	895.0
Q766667	4312	http://www.wikidata.org/entity/Q766667	Pygmy Wren Babbler	http://www.wikidata.org/entity/Q41803	gram	12.0
Q1090163	4311	http://www.wikidata.org/entity/Q1090163	Somali Sparrow	http://www.wikidata.org/entity/Q41803	gram	18.0
Q1264712	4311	http://www.wikidata.org/entity/Q1264712	Collared Plover	http://www.wikidata.org/entity/Q41803	gram	4.0
Q1060851	4306	http://www.wikidata.org/entity/Q1060851	Rufous-naped Lark	http://www.wikidata.org/entity/Q41803	gram	42.0
Q127881	4304	http://www.wikidata.org/entity/Q127881	Double-banded Sandgrouse	http://www.wikidata.org/entity/Q41803	gram	236.0
Q948674	4304	http://www.wikidata.org/entity/Q948674	Ruby-crowned Tanager	http://www.wikidata.org/entity/Q41803	gram	29.0
Q1271890	4300	http://www.wikidata.org/entity/Q1271890	Shining Sunbeam	http://www.wikidata.org/entity/Q41803	gram	1.13
Q863070	4298	http://www.wikidata.org/entity/Q863070	Fawn-breasted Bowerbird	http://www.wikidata.org/entity/Q41803	gram	175.0
Q603228	4293	http://www.wikidata.org/entity/Q603228	cinnamon ibon	http://www.wikidata.org/entity/Q41803	gram	30.0
Q1756047	4287	http://www.wikidata.org/entity/Q1756047	Dryadula phaetusa	http://www.wikidata.org/entity/Q41803	gram	0.25
Q367270	4287	http://www.wikidata.org/entity/Q367270	Apolinar's Wren	http://www.wikidata.org/entity/Q41803	gram	17.7
Q28812551	4281	http://www.wikidata.org/entity/Q28812551	LeConte's Sparrow	http://www.wikidata.org/entity/Q41803	gram	13.8
Q943451	4278	http://www.wikidata.org/entity/Q943451	Caribbean Dove	http://www.wikidata.org/entity/Q41803	gram	165.0
Q890352	4276	http://www.wikidata.org/entity/Q890352	Ludwig's Bustard	http://www.wikidata.org/entity/Q11570	gram	5100.0
Q763338	4265	http://www.wikidata.org/entity/Q763338	White-backed Night Heron	http://www.wikidata.org/entity/Q41803	gram	28.0
Q1591829	4261	http://www.wikidata.org/entity/Q1591829	Andaman Treepie	http://www.wikidata.org/entity/Q41803	gram	102.0
Q1585929	4258	http://www.wikidata.org/entity/Q1585929	Crow-biled Drongo	http://www.wikidata.org/entity/Q41803	gram	56.0
Q1314032	4257	http://www.wikidata.org/entity/Q1314032	Finn's Weaver	http://www.wikidata.org/entity/Q41803	gram	37.0
Q12252818	4254	http://www.wikidata.org/entity/Q12252818	Black-browed Tit	http://www.wikidata.org/entity/Q41803	gram	6.8
Q1268631	4249	http://www.wikidata.org/entity/Q1268631	Soft-plumaged Petrel	http://www.wikidata.org/entity/Q41803	gram	300.0
Q726726	4247	http://www.wikidata.org/entity/Q726726	Black-fronted Dotterel	http://www.wikidata.org/entity/Q41803	gram	31.5
Q781734	4246	http://www.wikidata.org/entity/Q781734	blue-cheeked amazon	http://www.wikidata.org/entity/Q41803	gram	623.0
Q1088548	4242	http://www.wikidata.org/entity/Q1088548	Monteiro's Hornbill	http://www.wikidata.org/entity/Q41803	gram	16.0
Q1027765	4241	http://www.wikidata.org/entity/Q1027765	Gough Finch	http://www.wikidata.org/entity/Q41803	gram	53.0
Q673768	4240	http://www.wikidata.org/entity/Q673768	Burchell's Starling	http://www.wikidata.org/entity/Q41803	gram	80.0
Q12265001	4228	http://www.wikidata.org/entity/Q12265001	Familiar Chat	http://www.wikidata.org/entity/Q41803	gram	20.8
Q1273794	4221	http://www.wikidata.org/entity/Q1273794	Australian Crake	http://www.wikidata.org/entity/Q41803	gram	65.0
Q772286	4220	http://www.wikidata.org/entity/Q772286	African Palm Swift	http://www.wikidata.org/entity/Q41803	gram	14.0
Q377733	4218	http://www.wikidata.org/entity/Q377733	Long-billed Gnatwren	http://www.wikidata.org/entity/Q41803	gram	10.0
Q1269071	4193	http://www.wikidata.org/entity/Q1269071	Banded Lapwing	http://www.wikidata.org/entity/Q41803	gram	184.0
Q1584282	4188	http://www.wikidata.org/entity/Q1584282	Black-crowned Sparrow-Lark	http://www.wikidata.org/entity/Q41803	gram	1.67
Q372606	4185	http://www.wikidata.org/entity/Q372606	Black-winged Lapwing	http://www.wikidata.org/entity/Q41803	gram	18.2
Q2702047	4185	http://www.wikidata.org/entity/Q2702047	Draco blanfordii	http://www.wikidata.org/entity/Q41803	gram	10.4
Q1584260	4185	http://www.wikidata.org/entity/Q1584260	Red-rumped Wheatear	http://www.wikidata.org/entity/Q41803	gram	3.3
Q27074651	4176	http://www.wikidata.org/entity/Q27074651	Tribonyx ventralis	http://www.wikidata.org/entity/Q41803	gram	410.0
Q611139	4175	http://www.wikidata.org/entity/Q611139	Yellow-billed Turaco	http://www.wikidata.org/entity/Q41803	gram	18.0
Q1269631	4173	http://www.wikidata.org/entity/Q1269631	Scintillant Hummingbird	http://www.wikidata.org/entity/Q41803	gram	0.42
Q1273813	4171	http://www.wikidata.org/entity/Q1273813	Golden-tailed Woodpecker	http://www.wikidata.org/entity/Q41803	gram	4.0
Q944938	4170	http://www.wikidata.org/entity/Q944938	Solitary Cacique	http://www.wikidata.org/entity/Q41803	gram	80.0
Q997394	4170	http://www.wikidata.org/entity/Q997394	White-eared Catbird	http://www.wikidata.org/entity/Q41803	gram	149.0
Q536903	4170	http://www.wikidata.org/entity/Q536903	Pied-winged Swallow	http://www.wikidata.org/entity/Q41803	gram	1.77
Q426384	4168	http://www.wikidata.org/entity/Q426384	Thick-billed Weaver	http://www.wikidata.org/entity/Q41803	gram	3.31
Q1588260	4168	http://www.wikidata.org/entity/Q1588260	Cassin's Vireo	http://www.wikidata.org/entity/Q41803	gram	14.6
Q1275359	4163	http://www.wikidata.org/entity/Q1275359	Blue-banded Toucanet	http://www.wikidata.org/entity/Q41803	gram	208.0
Q385972	4160	http://www.wikidata.org/entity/Q385972	Little Buttonquail	http://www.wikidata.org/entity/Q41803	gram	53.0
Q1274398	4155	http://www.wikidata.org/entity/Q1274398	Quail-plover	http://www.wikidata.org/entity/Q41803	gram	2.0
Q1061425	4155	http://www.wikidata.org/entity/Q1061425	African Broadbill	http://www.wikidata.org/entity/Q41803	gram	23.0
Q369542	4146	http://www.wikidata.org/entity/Q369542	White-browed Fantail	http://www.wikidata.org/entity/Q41803	gram	11.2
Q543325	4138	http://www.wikidata.org/entity/Q543325	Cordilleran Flycatcher	http://www.wikidata.org/entity/Q41803	gram	11.4
Q1270238	4135	http://www.wikidata.org/entity/Q1270238	Orange-breasted Trogon	http://www.wikidata.org/entity/Q41803	gram	53.0
Q588708	4135	http://www.wikidata.org/entity/Q588708	Rufous-capped Motmot	http://www.wikidata.org/entity/Q41803	gram	158.0
Q1590302	4117	http://www.wikidata.org/entity/Q1590302	Long-billed Pipit	http://www.wikidata.org/entity/Q41803	gram	23.0
Q675948	4107	http://www.wikidata.org/entity/Q675948	Little Cuckoo Dove	http://www.wikidata.org/entity/Q41803	gram	82.0
Q886565	4096	http://www.wikidata.org/entity/Q886565	Cuban Green Woodpecker	http://www.wikidata.org/entity/Q41803	gram	66.0
Q653965	4089	http://www.wikidata.org/entity/Q653965	Black Inca	http://www.wikidata.org/entity/Q41803	gram	6.7
Q656986	4088	http://www.wikidata.org/entity/Q656986	Madagascar Grebe	http://www.wikidata.org/entity/Q41803	gram	177.0
Q1585720	4087	http://www.wikidata.org/entity/Q1585720	Philippine Oriole	http://www.wikidata.org/entity/Q41803	gram	56.0
Q429339	4084	http://www.wikidata.org/entity/Q429339	White-fronted Plover	http://www.wikidata.org/entity/Q41803	gram	48.0
Q948979	4083	http://www.wikidata.org/entity/Q948979	White-bellied Drongo	http://www.wikidata.org/entity/Q41803	gram	40.0
Q3028731	4082	http://www.wikidata.org/entity/Q3028731	Dione juno	http://www.wikidata.org/entity/Q41803	gram	0.207
Q472850	4081	http://www.wikidata.org/entity/Q472850	Shore Dotterel	http://www.wikidata.org/entity/Q41803	gram	61.0
Q2672657	4080	http://www.wikidata.org/entity/Q2672657	Speckled Piculet	http://www.wikidata.org/entity/Q41803	gram	10.0
Q581590	4079	http://www.wikidata.org/entity/Q581590	fork-tailed woodnymph	http://www.wikidata.org/entity/Q41803	gram	0.5
Q28922148	4078	http://www.wikidata.org/entity/Q28922148	Rufous Babbler	http://www.wikidata.org/entity/Q41803	gram	67.0
Q1316073	4075	http://www.wikidata.org/entity/Q1316073	Arabian Golden Sparrow	http://www.wikidata.org/entity/Q41803	gram	14.0
Q1271247	4055	http://www.wikidata.org/entity/Q1271247	Puerto Rican Woodpecker	http://www.wikidata.org/entity/Q41803	gram	65.0
Q27074602	4054	http://www.wikidata.org/entity/Q27074602	Buller's Shearwater	http://www.wikidata.org/entity/Q41803	gram	345.0
Q1305169	4051	http://www.wikidata.org/entity/Q1305169	Yellow-rumped Tinkerbird	http://www.wikidata.org/entity/Q41803	gram	12.6
Q855281	4050	http://www.wikidata.org/entity/Q855281	Crested Drongo	http://www.wikidata.org/entity/Q41803	gram	47.0
Q1313699	4046	http://www.wikidata.org/entity/Q1313699	Hook-billed Bulbul	http://www.wikidata.org/entity/Q41803	gram	30.0
Q834414	4036	http://www.wikidata.org/entity/Q834414	Highland Tinamou	http://www.wikidata.org/entity/Q41803	gram	763.0
Q1302446	4036	http://www.wikidata.org/entity/Q1302446	Black-headed Canary	http://www.wikidata.org/entity/Q41803	gram	1.26
Q1593784	4026	http://www.wikidata.org/entity/Q1593784	Baird's Sparrow	http://www.wikidata.org/entity/Q41803	gram	18.4
Q531132	4025	http://www.wikidata.org/entity/Q531132	Dusky-billed Parrotlet	http://www.wikidata.org/entity/Q41803	gram	27.0
Q1272743	4008	http://www.wikidata.org/entity/Q1272743	African Black Swift	http://www.wikidata.org/entity/Q41803	gram	42.1
Q1589768	4006	http://www.wikidata.org/entity/Q1589768	Unicolored Jay	http://www.wikidata.org/entity/Q41803	gram	130.0
Q27074977	3999	http://www.wikidata.org/entity/Q27074977	Aratinga maculata	http://www.wikidata.org/entity/Q41803	gram	110.0
Q1587395	3994	http://www.wikidata.org/entity/Q1587395	Kashmir Flycatcher	http://www.wikidata.org/entity/Q41803	gram	10.4
Q557125	3994	http://www.wikidata.org/entity/Q557125	Pelecanoides urinatrix	http://www.wikidata.org/entity/Q41803	gram	105.0
Q3179495	3992	http://www.wikidata.org/entity/Q3179495	ʻōmaʻo	http://www.wikidata.org/entity/Q41803	gram	50.0
Q386742	3980	http://www.wikidata.org/entity/Q386742	Jackson's Widowbird	http://www.wikidata.org/entity/Q41803	gram	42.7
Q1261907	3977	http://www.wikidata.org/entity/Q1261907	Monteiro's Storm Petrel	http://www.wikidata.org/entity/Q41803	gram	46.0
Q1269577	3975	http://www.wikidata.org/entity/Q1269577	Kerguelen Shag	http://www.wikidata.org/entity/Q11570	gram	2630.0
Q1262730	3974	http://www.wikidata.org/entity/Q1262730	Lesser Ground Cuckoo	http://www.wikidata.org/entity/Q41803	gram	72.0
Q607062	3968	http://www.wikidata.org/entity/Q607062	Madagascar wagtail	http://www.wikidata.org/entity/Q41803	gram	23.0
Q513295	3963	http://www.wikidata.org/entity/Q513295	African Red-eyed Bulbul	http://www.wikidata.org/entity/Q41803	gram	30.8
Q864047	3961	http://www.wikidata.org/entity/Q864047	Neochmia ruficauda	http://www.wikidata.org/entity/Q41803	gram	10.0
Q1102605	3954	http://www.wikidata.org/entity/Q1102605	Javan Scops Owl	http://www.wikidata.org/entity/Q41803	gram	83.0
Q27075625	3951	http://www.wikidata.org/entity/Q27075625	Geokichla gurneyi	http://www.wikidata.org/entity/Q41803	gram	61.0
Q948103	3940	http://www.wikidata.org/entity/Q948103	Lesser Blue-eared Starling	http://www.wikidata.org/entity/Q41803	gram	73.1
Q1785256	3938	http://www.wikidata.org/entity/Q1785256	Parrot-billed Sparrow	http://www.wikidata.org/entity/Q41803	gram	39.9
Q931663	3937	http://www.wikidata.org/entity/Q931663	Diademed Tanager	http://www.wikidata.org/entity/Q41803	gram	31.0
Q873437	3929	http://www.wikidata.org/entity/Q873437	Glittering-throated Emerald	http://www.wikidata.org/entity/Q41803	gram	0.52
Q73925	3927	http://www.wikidata.org/entity/Q73925	Pale Blue Flycatcher	http://www.wikidata.org/entity/Q41803	gram	17.5
Q27074606	3925	http://www.wikidata.org/entity/Q27074606	Pink-footed Shearwater	http://www.wikidata.org/entity/Q41803	gram	730.0
Q248520	3921	http://www.wikidata.org/entity/Q248520	Dwarf Tinamou	http://www.wikidata.org/entity/Q41803	gram	43.0
Q1268834	3921	http://www.wikidata.org/entity/Q1268834	Rufous Crab Hawk	http://www.wikidata.org/entity/Q41803	gram	796.0
Q1030296	3919	http://www.wikidata.org/entity/Q1030296	Buff-spotted Flufftail	http://www.wikidata.org/entity/Q41803	gram	7.3
Q2747209	3918	http://www.wikidata.org/entity/Q2747209	Yellow-eyed Babbler	http://www.wikidata.org/entity/Q41803	gram	22.0
Q1273787	3917	http://www.wikidata.org/entity/Q1273787	Black-bellied Storm Petrel	http://www.wikidata.org/entity/Q41803	gram	52.0
Q27074797	3916	http://www.wikidata.org/entity/Q27074797	Ispidina lecontei	http://www.wikidata.org/entity/Q41803	gram	10.3
Q4101105	3913	http://www.wikidata.org/entity/Q4101105	Eremias velox	http://www.wikidata.org/entity/Q41803	gram	8.6
Q1268264	3912	http://www.wikidata.org/entity/Q1268264	Black-throated Huet-huet	http://www.wikidata.org/entity/Q41803	gram	144.0
Q2668013	3909	http://www.wikidata.org/entity/Q2668013	Tree Martin	http://www.wikidata.org/entity/Q41803	gram	14.3
Q113973	3906	http://www.wikidata.org/entity/Q113973	Accipiter haplochrous	http://www.wikidata.org/entity/Q41803	gram	255.0
Q864806	3903	http://www.wikidata.org/entity/Q864806	Black coucal	http://www.wikidata.org/entity/Q41803	gram	9.0
Q279641	3900	http://www.wikidata.org/entity/Q279641	White-eared Brown Dove	http://www.wikidata.org/entity/Q41803	gram	108.0
Q1262633	3900	http://www.wikidata.org/entity/Q1262633	Wood Snipe	http://www.wikidata.org/entity/Q41803	gram	170.0
Q301808	3893	http://www.wikidata.org/entity/Q301808	Brush-tailed mulgara	http://www.wikidata.org/entity/Q41803	gram	190.0
Q2603544	3889	http://www.wikidata.org/entity/Q2603544	Sara Longwing	http://www.wikidata.org/entity/Q41803	gram	0.133
Q1443996	3888	http://www.wikidata.org/entity/Q1443996	Rousettus amplexicaudatus	http://www.wikidata.org/entity/Q41803	gram	67.5
Q127969	3884	http://www.wikidata.org/entity/Q127969	Accipiter ovampensis	http://www.wikidata.org/entity/Q41803	gram	240.0
Q521438	3878	http://www.wikidata.org/entity/Q521438	Key West Quail-Dove	http://www.wikidata.org/entity/Q41803	gram	169.0
Q794373	3871	http://www.wikidata.org/entity/Q794373	Shining Honeycreeper	http://www.wikidata.org/entity/Q41803	gram	11.4
Q1065147	3868	http://www.wikidata.org/entity/Q1065147	Rail-babbler	http://www.wikidata.org/entity/Q41803	gram	69.0
Q27075769	3859	http://www.wikidata.org/entity/Q27075769	Hemignathus affinis	http://www.wikidata.org/entity/Q41803	gram	23.0
Q512931	3856	http://www.wikidata.org/entity/Q512931	Black Bee-eater	http://www.wikidata.org/entity/Q41803	gram	4.66
Q1585047	3855	http://www.wikidata.org/entity/Q1585047	Graminicola bengalensis	http://www.wikidata.org/entity/Q41803	gram	15.0
Q837198	3855	http://www.wikidata.org/entity/Q837198	Spotted Nightjar	http://www.wikidata.org/entity/Q41803	gram	105.0
Q1123941	3854	http://www.wikidata.org/entity/Q1123941	Blue-breasted Bee-eater	http://www.wikidata.org/entity/Q41803	gram	4.3
Q1300826	3852	http://www.wikidata.org/entity/Q1300826	Golden-winged Cacique	http://www.wikidata.org/entity/Q41803	gram	41.0
Q2668590	3847	http://www.wikidata.org/entity/Q2668590	Buffy-fronted Seedeater	http://www.wikidata.org/entity/Q41803	gram	20.0
Q665488	3844	http://www.wikidata.org/entity/Q665488	Black-faced Solitaire	http://www.wikidata.org/entity/Q41803	gram	32.0
Q2715856	3841	http://www.wikidata.org/entity/Q2715856	Philaethria dido	http://www.wikidata.org/entity/Q41803	gram	0.234
Q1074311	3839	http://www.wikidata.org/entity/Q1074311	Red-backed Mousebird	http://www.wikidata.org/entity/Q41803	gram	62.2
Q592146	3830	http://www.wikidata.org/entity/Q592146	Yellow-fronted Tinkerbird	http://www.wikidata.org/entity/Q41803	gram	1.5
Q187361	3824	http://www.wikidata.org/entity/Q187361	Wrenthrush	http://www.wikidata.org/entity/Q41803	gram	21.0
Q1256551	3819	http://www.wikidata.org/entity/Q1256551	Christmas Boobook	http://www.wikidata.org/entity/Q41803	gram	184.0
Q1587951	3818	http://www.wikidata.org/entity/Q1587951	Tufted Jay	http://www.wikidata.org/entity/Q41803	gram	172.0
Q1064005	3814	http://www.wikidata.org/entity/Q1064005	Fire-tailed Myzornis	http://www.wikidata.org/entity/Q41803	gram	11.5
Q969834	3808	http://www.wikidata.org/entity/Q969834	Dark-billed Cuckoo	http://www.wikidata.org/entity/Q41803	gram	54.0
Q934861	3806	http://www.wikidata.org/entity/Q934861	Rose-bellied Bunting	http://www.wikidata.org/entity/Q41803	gram	20.0
Q1586963	3797	http://www.wikidata.org/entity/Q1586963	Band-backed Wren	http://www.wikidata.org/entity/Q41803	gram	34.6
Q776016	3797	http://www.wikidata.org/entity/Q776016	Golden Tanager	http://www.wikidata.org/entity/Q41803	gram	22.0
Q972551	3787	http://www.wikidata.org/entity/Q972551	Slate-throated Whitestart	http://www.wikidata.org/entity/Q41803	gram	14.0
Q1303412	3780	http://www.wikidata.org/entity/Q1303412	Réunion Bulbul	http://www.wikidata.org/entity/Q41803	gram	52.0
Q2668081	3776	http://www.wikidata.org/entity/Q2668081	Xinjiang Ground Jay	http://www.wikidata.org/entity/Q41803	gram	131.0
Q1087308	3774	http://www.wikidata.org/entity/Q1087308	Grey-backed Fiscal	http://www.wikidata.org/entity/Q41803	gram	53.0
Q427182	3773	http://www.wikidata.org/entity/Q427182	Chestnut Bunting	http://www.wikidata.org/entity/Q41803	gram	1.85
Q3017783	3771	http://www.wikidata.org/entity/Q3017783	Hemiphyllodactylus typus	http://www.wikidata.org/entity/Q41803	gram	1.31
Q1263902	3771	http://www.wikidata.org/entity/Q1263902	Maroon-tailed Parakeet	http://www.wikidata.org/entity/Q41803	gram	68.0
Q1079941	3761	http://www.wikidata.org/entity/Q1079941	Common Scimitarbill	http://www.wikidata.org/entity/Q41803	gram	3.2
Q287613	3761	http://www.wikidata.org/entity/Q287613	Taveta Weaver	http://www.wikidata.org/entity/Q41803	gram	2.63
Q127822	3756	http://www.wikidata.org/entity/Q127822	Accipiter rufiventris	http://www.wikidata.org/entity/Q41803	gram	195.0
Q2941277	3756	http://www.wikidata.org/entity/Q2941277	Black-backed Butcherbird	http://www.wikidata.org/entity/Q41803	gram	92.1
Q3153924	3755	http://www.wikidata.org/entity/Q3153924	Celestial Monarch	http://www.wikidata.org/entity/Q41803	gram	13.6
Q959141	3755	http://www.wikidata.org/entity/Q959141	Wren-like Rushbird	http://www.wikidata.org/entity/Q41803	gram	15.0
Q1589235	3743	http://www.wikidata.org/entity/Q1589235	Mocking cliff chat	http://www.wikidata.org/entity/Q41803	gram	47.7
Q1092111	3740	http://www.wikidata.org/entity/Q1092111	Green-bearded helmetcrest	http://www.wikidata.org/entity/Q41803	gram	5.3
Q927588	3739	http://www.wikidata.org/entity/Q927588	Crested Hornero	http://www.wikidata.org/entity/Q41803	gram	27.0
Q1300919	3738	http://www.wikidata.org/entity/Q1300919	Grey-headed Mannikin	http://www.wikidata.org/entity/Q41803	gram	11.5
Q27075295	3738	http://www.wikidata.org/entity/Q27075295	Chlorophoneus sulfureopectus	http://www.wikidata.org/entity/Q41803	gram	2.75
Q2543998	3735	http://www.wikidata.org/entity/Q2543998	Heliconius hecale	http://www.wikidata.org/entity/Q41803	gram	0.224
Q944751	3734	http://www.wikidata.org/entity/Q944751	Bushy-crested Jay	http://www.wikidata.org/entity/Q41803	gram	110.0
Q27074618	3732	http://www.wikidata.org/entity/Q27074618	Otago Shag	http://www.wikidata.org/entity/Q11570	gram	2717.0
Q3728750	3722	http://www.wikidata.org/entity/Q3728750	Long-tailed Myna	http://www.wikidata.org/entity/Q41803	gram	192.0
Q80853	3710	http://www.wikidata.org/entity/Q80853	Chinese Thrush	http://www.wikidata.org/entity/Q41803	gram	59.0
Q1305603	3709	http://www.wikidata.org/entity/Q1305603	Yellow Bishop	http://www.wikidata.org/entity/Q41803	gram	37.5
Q1063704	3707	http://www.wikidata.org/entity/Q1063704	Temminck's Courser	http://www.wikidata.org/entity/Q41803	gram	71.0
Q2941279	3701	http://www.wikidata.org/entity/Q2941279	Hooded Butcherbird	http://www.wikidata.org/entity/Q41803	gram	140.0
Q781888	3699	http://www.wikidata.org/entity/Q781888	Zapata Wren	http://www.wikidata.org/entity/Q41803	gram	26.9
Q2667759	3695	http://www.wikidata.org/entity/Q2667759	Thrush-like Wren	http://www.wikidata.org/entity/Q41803	gram	39.0
Q2668211	3687	http://www.wikidata.org/entity/Q2668211	Rufous Sibia	http://www.wikidata.org/entity/Q41803	gram	39.0
Q1164376	3684	http://www.wikidata.org/entity/Q1164376	Lovely Fairywren	http://www.wikidata.org/entity/Q41803	gram	8.7
Q1274403	3681	http://www.wikidata.org/entity/Q1274403	Common Paradise Kingfisher	http://www.wikidata.org/entity/Q41803	gram	50.0
Q3729103	3681	http://www.wikidata.org/entity/Q3729103	Mountain Chiffchaff	http://www.wikidata.org/entity/Q41803	gram	7.0
Q901933	3678	http://www.wikidata.org/entity/Q901933	Golden-breasted Bunting	http://www.wikidata.org/entity/Q41803	gram	18.1
Q1274639	3677	http://www.wikidata.org/entity/Q1274639	Sind Woodpecker	http://www.wikidata.org/entity/Q41803	gram	53.0
Q1262031	3670	http://www.wikidata.org/entity/Q1262031	Brushland Tinamou	http://www.wikidata.org/entity/Q41803	gram	577.0
Q3285221	3668	http://www.wikidata.org/entity/Q3285221	Southern Yellow Grosbeak	http://www.wikidata.org/entity/Q41803	gram	57.0
Q972384	3657	http://www.wikidata.org/entity/Q972384	Senegal Lapwing	http://www.wikidata.org/entity/Q41803	gram	111.0
Q27075715	3656	http://www.wikidata.org/entity/Q27075715	Gymnoris dentata	http://www.wikidata.org/entity/Q41803	gram	18.4
Q992097	3654	http://www.wikidata.org/entity/Q992097	Ethiopian Swallow	http://www.wikidata.org/entity/Q41803	gram	13.0
Q127884	3645	http://www.wikidata.org/entity/Q127884	Painted Sandgrouse	http://www.wikidata.org/entity/Q41803	gram	198.5
Q1587748	3638	http://www.wikidata.org/entity/Q1587748	Madagascan magpie-robin	http://www.wikidata.org/entity/Q41803	gram	24.0
Q1259828	3637	http://www.wikidata.org/entity/Q1259828	Kermadec Petrel	http://www.wikidata.org/entity/Q41803	gram	501.0
Q1270284	3635	http://www.wikidata.org/entity/Q1270284	White-bellied Storm Petrel	http://www.wikidata.org/entity/Q41803	gram	52.0
Q1269003	3628	http://www.wikidata.org/entity/Q1269003	Red-kneed Dotterel	http://www.wikidata.org/entity/Q41803	gram	48.0
Q2704343	3622	http://www.wikidata.org/entity/Q2704343	Marpesia petreus	http://www.wikidata.org/entity/Q41803	gram	0.197
Q1300593	3621	http://www.wikidata.org/entity/Q1300593	Masked Yellowthroat	http://www.wikidata.org/entity/Q41803	gram	1.9
Q127650	3619	http://www.wikidata.org/entity/Q127650	Forest Robin	http://www.wikidata.org/entity/Q41803	gram	14.7
Q643557	3614	http://www.wikidata.org/entity/Q643557	Jackson's Hornbill	http://www.wikidata.org/entity/Q41803	gram	188.0
Q998480	3612	http://www.wikidata.org/entity/Q998480	Black-billed Turaco	http://www.wikidata.org/entity/Q41803	gram	234.0
Q769093	3611	http://www.wikidata.org/entity/Q769093	Finsch's Wheatear	http://www.wikidata.org/entity/Q41803	gram	29.0
Q1300954	3610	http://www.wikidata.org/entity/Q1300954	Cayenne Jay	http://www.wikidata.org/entity/Q41803	gram	175.0
Q1260623	3602	http://www.wikidata.org/entity/Q1260623	African Snipe	http://www.wikidata.org/entity/Q41803	gram	130.0
Q2669759	3601	http://www.wikidata.org/entity/Q2669759	Olive Sparrow	http://www.wikidata.org/entity/Q41803	gram	2.99
Q1265532	3598	http://www.wikidata.org/entity/Q1265532	Microparra capensis	http://www.wikidata.org/entity/Q41803	gram	4.5
Q788827	3594	http://www.wikidata.org/entity/Q788827	Bridled Quail-Dove	http://www.wikidata.org/entity/Q41803	gram	211.0
